,Comment,Hate,clean_comment,Tokens,Length,devanagari
3732,kar lo jo kar skty ho . Hai tu rape capital tumhara he .,0,kar lo jo kar skty ho hai tu rape capital tumhara,"['kar', 'lo', 'jo', 'kar', 'skty', 'ho', 'hai', 'tu', 'rape', 'capital', 'tumhara']",11,कर लो जो कर सकती हो है तू रपे कैपिटल तुम्हारा
3733,Inka bas chale to Sweden aur Canada ko bhi terrorism sponsors karar dede.,0,inka bas chale sweden aur canada ko bhi terrorism sponsors karar dede,"['inka', 'bas', 'chale', 'sweden', 'aur', 'canada', 'ko', 'bhi', 'terrorism', 'sponsors', 'karar', 'dede']",12,इनका बस चले स्वीडन और कनाडा को भी टेररिज्म स्पोंसर्स करार देदे
3734,Dilog acha hy rishi sir sbko pata hu terrorism kon kr Raha hy soo plzzz dosron pay ilzm na lagao pehly apne ghr ko saaf kro,1,dilog acha hy rishi sir sbko pata hu terrorism kon kr raha hy soo plzzz dosron pay ilzm na lagao pehly apne ghr ko saaf kro,"['dilog', 'acha', 'hy', 'rishi', 'sir', 'sbko', 'pata', 'hu', 'terrorism', 'kon', 'kr', 'raha', 'hy', 'soo', 'plzzz', 'dosron', 'pay', 'ilzm', 'na', 'lagao', 'pehly', 'apne', 'ghr', 'ko', 'saaf', 'kro']",26,दिला ाचा ही ऋषि सर सबको पता हु टेररिज्म कोण क्र रहा ही सू पलज़्ज़ज़ दूसरों पाय इल्ज़म न लगाओ पेहली अपने घर को साफ़ करो
3735,Army ko roti nai milti awam k pas toilet nai or girls ka sath rape.muqabla karty hain Pakistan se wah g wah,1,army ko roti nai milti awam k pas toilet nai girls ka sath rapemuqabla karty hain pakistan se wah g wah,"['army', 'ko', 'roti', 'nai', 'milti', 'awam', 'k', 'pas', 'toilet', 'nai', 'girls', 'ka', 'sath', 'rapemuqabla', 'karty', 'hain', 'pakistan', 'se', 'wah', 'g', 'wah']",21,आर्मी को रोटी नै मिलती एवं क पास टॉयलेट नै गर्ल्स का साथ ृपेमुक़ाबला करती हैं पाकिस्तान से वह ग वह
3736,Chintu jee agar insan lajawab ho jay tu osko bat tabdil nahi karni chaiay or eay tu pori duniya janti hai TERRORISM ko karta hai,0,chintu jee agar insan lajawab ho jay tu osko bat tabdil nahi karni chaiay eay tu pori duniya janti hai terrorism ko karta hai,"['chintu', 'jee', 'agar', 'insan', 'lajawab', 'ho', 'jay', 'tu', 'osko', 'bat', 'tabdil', 'nahi', 'karni', 'chaiay', 'eay', 'tu', 'pori', 'duniya', 'janti', 'hai', 'terrorism', 'ko', 'karta', 'hai']",24,चिंटू जी अगर इंसान लाजवाब हो जय तू उसको बात तब्दील नहीं करनी छैअय ये तू पूरी दुनिया जानती है टेररिज्म को करता है
3737,"Lo ji! De taali  main bhi  sweet mein Vo Sandhir wale feels nai aate  not that I hate it, I do read them but Sandhir samjhke nai",0,lo ji de taali main bhi sweet mein vo sandhir wale feels nai aate hate read sandhir samjhke nai,"['lo', 'ji', 'de', 'taali', 'main', 'bhi', 'sweet', 'mein', 'vo', 'sandhir', 'wale', 'feels', 'nai', 'aate', 'hate', 'read', 'sandhir', 'samjhke', 'nai']",19,लो जी दे ताली मैं भी स्वीट में वो संधीर वाले फीलस नै आते हेट रीड संधीर समझके नै
3738,"Toh hote hai Na. Fir Kyo point out kar raha hai India ko jaise Pakistan mein Rapes hotein hi nahi hai. As per UN, u lead us in rape rates pic.twitter.com/1YuQzzuFzd",0,toh hote hai na fir kyo point kar raha hai india ko jaise pakistan mein rapes hotein hi nahi hai per un u lead us rape rates pictwittercomyuqzzufzd,"['toh', 'hote', 'hai', 'na', 'fir', 'kyo', 'point', 'kar', 'raha', 'hai', 'india', 'ko', 'jaise', 'pakistan', 'mein', 'rapes', 'hotein', 'hi', 'nahi', 'hai', 'per', 'un', 'u', 'lead', 'us', 'rape', 'rates', 'pictwittercomyuqzzufzd']",28,तोह होते है न फिर क्यों पॉइंट कर रहा है इंडिया को जैसे पाकिस्तान में रापस होते ही नहीं है पैर उन ु लीड उस रपे रेट्स पिस्टवॉटरकम्युक्ज़्ज़फज़द
3739,Matlab  jis  baat  par  khoon  khaulna  chahiye.  Ussse  aap  like  karte  hain.  Vote  kya  itna  jaroori  hai.,0,matlab jis baat par khoon khaulna chahiye ussse aap like karte hain vote kya itna jaroori hai,"['matlab', 'jis', 'baat', 'par', 'khoon', 'khaulna', 'chahiye', 'ussse', 'aap', 'like', 'karte', 'hain', 'vote', 'kya', 'itna', 'jaroori', 'hai']",17,मतलब जिस बात पर खून खौलना चाहिए उससे आप लिखे करते हैं वोट क्या इतना जरूरी है
3740,Bhai! Rehn de! Apne cousin se shadi kar lete hain ye log! Rape vgreh kya jab ghar me hi Behen tak nai chorte,0,bhai rehn de apne cousin se shadi kar lete hain ye log rape vgreh kya jab ghar hi behen tak nai chorte,"['bhai', 'rehn', 'de', 'apne', 'cousin', 'se', 'shadi', 'kar', 'lete', 'hain', 'ye', 'log', 'rape', 'vgreh', 'kya', 'jab', 'ghar', 'hi', 'behen', 'tak', 'nai', 'chorte']",22,भाई रेहन दे अपने कजिन से शादी कर लेते हैं ये लोग रपे वगरैह क्या जब घर ही बेहेन तक नै चोरते
3741,"At least apni na sahi,, apnay poorvajon ki janam bhoomi se itni nafrat tau na karain..Kapoor saheb",0,least apni na sahi apnay poorvajon ki janam bhoomi se itni nafrat tau na karainkapoor saheb,"['least', 'apni', 'na', 'sahi', 'apnay', 'poorvajon', 'ki', 'janam', 'bhoomi', 'se', 'itni', 'nafrat', 'tau', 'na', 'karainkapoor', 'saheb']",16,लीस्ट अपनी न सही अपने पूर्वजों की जनम भूमि से इतनी नफरत ताऊ न करेंकपूर साहेब
3742,Lagta hai Pakistaniyun ne rape kiya hua hai tera tabhi itna jalty ho,0,lagta hai pakistaniyun ne rape kiya hua hai tera tabhi itna jalty ho,"['lagta', 'hai', 'pakistaniyun', 'ne', 'rape', 'kiya', 'hua', 'hai', 'tera', 'tabhi', 'itna', 'jalty', 'ho']",13,लगता है पकिस्तानियूं ने रपे किया हुआ है तेरा तभी इतना जलती हो
3743,"Kapoor saheb, we are not terrorists, we are terrorism victims,, baqi itni nafrat,.. yaqeen nahi aata K Kapoor itni nafrat kartay hain !!!",1,kapoor saheb terrorists terrorism victims baqi itni nafrat yaqeen nahi aata k kapoor itni nafrat kartay hain,"['kapoor', 'saheb', 'terrorists', 'terrorism', 'victims', 'baqi', 'itni', 'nafrat', 'yaqeen', 'nahi', 'aata', 'k', 'kapoor', 'itni', 'nafrat', 'kartay', 'hain']",17,कपूर साहेब टेर्रोरिस्ट्स टेररिज्म विक्टिम्स बाक़ी इतनी नफरत यक़ीन नहीं आता क कपूर इतनी नफरत करते हैं
3744,"Aapki bhai log Ramzan ke mahine main katal kar rahe hai, terrorism kar rahe hai and aapke chacha Immam fatwa kiyu nahi nikal rahe hai",0,aapki bhai log ramzan ke mahine main katal kar rahe hai terrorism kar rahe hai aapke chacha immam fatwa kiyu nahi nikal rahe hai,"['aapki', 'bhai', 'log', 'ramzan', 'ke', 'mahine', 'main', 'katal', 'kar', 'rahe', 'hai', 'terrorism', 'kar', 'rahe', 'hai', 'aapke', 'chacha', 'immam', 'fatwa', 'kiyu', 'nahi', 'nikal', 'rahe', 'hai']",24,आपकी भाई लोग रमजान के महीने मैं कतल कर रहे है टेररिज्म कर रहे है आपके चाचा इम्माम फतवा कियु नहीं निकल रहे है
3745,"Ghus ja TV ke andar, kahi wo murder scene miss na ho jaye",1,ghus ja tv ke andar kahi wo murder scene miss na ho jaye,"['ghus', 'ja', 'tv', 'ke', 'andar', 'kahi', 'wo', 'murder', 'scene', 'miss', 'na', 'ho', 'jaye']",13,घुस जा टीवी के अंदर कही वो मर्डर सन मिस न हो जाये
3746,bhaar mein jao.hindu...kashmir mein state terrorism bund kkaro...tum tun hee raho tou achcha hai.,0,bhaar mein jaohindukashmir mein state terrorism bund kkarotum tun hee raho tou achcha hai,"['bhaar', 'mein', 'jaohindukashmir', 'mein', 'state', 'terrorism', 'bund', 'kkarotum', 'tun', 'hee', 'raho', 'tou', 'achcha', 'hai']",14,भार में जयहिंदुकाश्मीर में स्टेट टेररिज्म बून्द ककरोतुम तुन ही रहो तो अच्छा है
3747,Terrorism ki baat kerte hi aap log hamaare khud ke masle per hi kyu bolte ho.....bharat se jyada problm to pakistan me hai.....,1,terrorism ki baat kerte hi aap log hamaare khud ke masle per hi kyu bolte hobharat se jyada problm pakistan hai,"['terrorism', 'ki', 'baat', 'kerte', 'hi', 'aap', 'log', 'hamaare', 'khud', 'ke', 'masle', 'per', 'hi', 'kyu', 'bolte', 'hobharat', 'se', 'jyada', 'problm', 'pakistan', 'hai']",21,टेररिज्म की बात करते ही आप लोग हमारे खुद के मसले पैर ही क्यों बोलते होभारत से ज्यादा प्रॉब्लम पाकिस्तान है
3748,"kaun si duniya me rehte ho aap, rape hue nhi hai??",0,kaun si duniya rehte ho aap rape hue nhi hai,"['kaun', 'si', 'duniya', 'rehte', 'ho', 'aap', 'rape', 'hue', 'nhi', 'hai']",10,कौन सी दुनिया रहते हो आप रपे हुए नहीं है
3749,Wo tumhare jaise bhole bhale log hai jo terrorism ko support karte jo aqal k andhe hote hai wohi aisa karte hai..,0,wo tumhare jaise bhole bhale log hai jo terrorism ko support karte jo aqal k andhe hote hai wohi aisa karte hai,"['wo', 'tumhare', 'jaise', 'bhole', 'bhale', 'log', 'hai', 'jo', 'terrorism', 'ko', 'support', 'karte', 'jo', 'aqal', 'k', 'andhe', 'hote', 'hai', 'wohi', 'aisa', 'karte', 'hai']",22,वो तुम्हारे जैसे भोले भले लोग है जो टेररिज्म को सपोर्ट करते जो अकाल क अंधे होते है वही ऐसा करते है
3750,"Apne mote se dimagh par zor dalen take pata chale k agar terrorsits yahan hain,tou blasts bhi yahin par kion?Think!",0,apne mote se dimagh par zor dalen take pata chale k agar terrorsits yahan haintou blasts bhi yahin par kionthink,"['apne', 'mote', 'se', 'dimagh', 'par', 'zor', 'dalen', 'take', 'pata', 'chale', 'k', 'agar', 'terrorsits', 'yahan', 'haintou', 'blasts', 'bhi', 'yahin', 'par', 'kionthink']",20,अपने मोठे से दिमाग़ पर ज़ोर डालें टेक पता चले क अगर टेर्रोरसिट्स यहाँ हैंतोउ ब्लास्ट्स भी यहीं पर किओंठींक
3751,Salo rape k ilawah aur kiya ate hai. Porkies,0,salo rape k ilawah aur kiya ate hai porkies,"['salo', 'rape', 'k', 'ilawah', 'aur', 'kiya', 'ate', 'hai', 'porkies']",9,सालो रपे क िलवाह और किया एते है पोर्किस
3752,Hum khaatey hain COW ka gosht uska khoon nhy peetey!,1,hum khaatey hain cow ka gosht uska khoon nhy peetey,"['hum', 'khaatey', 'hain', 'cow', 'ka', 'gosht', 'uska', 'khoon', 'nhy', 'peetey']",10,हम खाते हैं काऊ का गोश्त उसका खून नही पीते
3753,I SO HATE OUR FAkN MEDIA. KYA ZAROORAT HY YAI TAKRA KE? APNI AUKAT DEKHA RAHY HOTA HY INDIANS AUR INKO ZAROOR CHAWAL BANA HOTA HY,1,hate fakn media kya zaroorat hy yai takra ke apni aukat dekha rahy hota hy indians aur inko zaroor chawal bana hota hy,"['hate', 'fakn', 'media', 'kya', 'zaroorat', 'hy', 'yai', 'takra', 'ke', 'apni', 'aukat', 'dekha', 'rahy', 'hota', 'hy', 'indians', 'aur', 'inko', 'zaroor', 'chawal', 'bana', 'hota', 'hy']",23,हेट फकन मीडिया क्या ज़रुरत ही ये टकरा के अपनी औकात देखा रही होता ही इंडियंस और इनको ज़रूर चावल बना होता ही
3754,Sir aap kuch logo ki wajah se terrorism ka poora malba sab pakistaniyon k sar phenk rahe. Dil to na dukhayein.,0,sir aap kuch logo ki wajah se terrorism ka poora malba sab pakistaniyon k sar phenk rahe dil na dukhayein,"['sir', 'aap', 'kuch', 'logo', 'ki', 'wajah', 'se', 'terrorism', 'ka', 'poora', 'malba', 'sab', 'pakistaniyon', 'k', 'sar', 'phenk', 'rahe', 'dil', 'na', 'dukhayein']",20,सर आप कुछ लोगो की वजह से टेररिज्म का पूरा मलबा सब पाकिस्तानियों क सर फ़ेंक रहे दिल न दुखाएं
3755,jb kalbushan ko latkaen ge  to terrorism bhi band hojaega or India or Teri bhi band hojaegi...fikr na kr,0,jb kalbushan ko latkaen ge terrorism bhi band hojaega india teri bhi band hojaegifikr na kr,"['jb', 'kalbushan', 'ko', 'latkaen', 'ge', 'terrorism', 'bhi', 'band', 'hojaega', 'india', 'teri', 'bhi', 'band', 'hojaegifikr', 'na', 'kr']",16,जब कल्बुषाण को लटकाएं गए टेररिज्म भी बंद होजाएगा इंडिया तेरी भी बंद होजाएगीफिक्र न क्र
3756,Sr agar barud kam pad jaye topic me to mhamara khoon bardenge makkal Mila to in gaddar on ki puri nasal Mira dene.jai bhavani https://twitter.com/sudhirchaudhary/status/876094803368329218 …,1,sr agar barud kam pad jaye topic mhamara khoon bardenge makkal mila gaddar ki puri nasal mira denejai bhavani …,"['sr', 'agar', 'barud', 'kam', 'pad', 'jaye', 'topic', 'mhamara', 'khoon', 'bardenge', 'makkal', 'mila', 'gaddar', 'ki', 'puri', 'nasal', 'mira', 'denejai', 'bhavani', '…']",20,स्र् अगर् बरुद् कम् पद् जये तोपिच् म्हमर खून् बर्देन्गे मक्कल् मिल गद्दर् कि पुरि नसल् मिर देनेजै भवनि …
3757,Human shield se rape ye kaise hota hai,0,human shield se rape ye kaise hota hai,"['human', 'shield', 'se', 'rape', 'ye', 'kaise', 'hota', 'hai']",8,ह्यूमन शील्ड से रपे ये कैसे होता है
3758,Apni Army ko roti do...,0,apni army ko roti,"['apni', 'army', 'ko', 'roti']",4,अपनी आर्मी को रोटी
3759,Apni aurton ko rape se bachao...,0,apni aurton ko rape se bachao,"['apni', 'aurton', 'ko', 'rape', 'se', 'bachao']",6,अपनी औरतों को रपे से बचाओ
3760,Humein sirf peace aur love chahiye,0,humein sirf peace aur love chahiye,"['humein', 'sirf', 'peace', 'aur', 'love', 'chahiye']",6,हमें सिर्फ पीस और लव चाहिए
3761,Use ghar ki safayi karni hogi.. i wish sanya kabhi mere ghar ayi hoti.pkka mera murder kar deti mera room dekh kar PROUD OF FATIMASANASHAIKH,0,use ghar ki safayi karni hogi wish sanya kabhi mere ghar ayi hotipkka mera murder kar deti mera room dekh kar proud fatimasanashaikh,"['use', 'ghar', 'ki', 'safayi', 'karni', 'hogi', 'wish', 'sanya', 'kabhi', 'mere', 'ghar', 'ayi', 'hotipkka', 'mera', 'murder', 'kar', 'deti', 'mera', 'room', 'dekh', 'kar', 'proud', 'fatimasanashaikh']",23,उसे घर की सफाई करनी होगी विश सैन्य कभी मेरे घर आयी होतीपकका मेरा मर्डर कर देती मेरा रूम देख कर प्राउड फ़तिमासनशाइख
3762,I agree with @shoaib100mph,0,agree USER,"['agree', 'USER']",2,एग्री यूजर
3763,Padhe likhe log social media pe nafrat faila the hai isse acha toh hum gawar hi thik the phele. @abpnewstv,1,padhe likhe log social media pe nafrat faila hai isse acha toh hum gawar hi thik phele USER,"['padhe', 'likhe', 'log', 'social', 'media', 'pe', 'nafrat', 'faila', 'hai', 'isse', 'acha', 'toh', 'hum', 'gawar', 'hi', 'thik', 'phele', 'USER']",18,पढ़े लिखे लोग सोशल मीडिया पे नफरत फैला है इससे ाचा तोह हम गवर ही ठीक पहले यूजर
3764,Bhai terrorist ke janak bola jata Pakistan ko .. Atankwaad to inke khoon me hai ek paki ne bola ranking matter nhi krta cup matter nhi karta,0,bhai terrorist ke janak bola jata pakistan ko atankwaad inke khoon hai ek paki ne bola ranking matter nhi krta cup matter nhi karta,"['bhai', 'terrorist', 'ke', 'janak', 'bola', 'jata', 'pakistan', 'ko', 'atankwaad', 'inke', 'khoon', 'hai', 'ek', 'paki', 'ne', 'bola', 'ranking', 'matter', 'nhi', 'krta', 'cup', 'matter', 'nhi', 'karta']",24,भाई टेररिस्ट के जनक बोलै जाता पाकिस्तान को आतंकवाद इनके खून है एक पाकी ने बोलै रैंकिंग मटर नहीं करता कप मटर नहीं करता
3765,1706 AV 1706 AV modinagar bachchi ke sath rape: http://youtu.be/HIptadneYx4?a  via @YouTube,0,av av modinagar bachchi ke sath rape via USER,"['av', 'av', 'modinagar', 'bachchi', 'ke', 'sath', 'rape', 'via', 'USER']",9,ाव ाव मोदीनगर बच्ची के साथ रपे वाया यूजर
3766,India Waly Nafrat ko Badhawa Denay ka Koi Mauka Ni Choorty Un Gov To apni jaga un Fazool Channel waly bhi un ki... http://fb.me/5AilOCJy2 ,0,india waly nafrat ko badhawa denay ka koi mauka ni choorty un gov apni jaga un fazool channel waly bhi un ki,"['india', 'waly', 'nafrat', 'ko', 'badhawa', 'denay', 'ka', 'koi', 'mauka', 'ni', 'choorty', 'un', 'gov', 'apni', 'jaga', 'un', 'fazool', 'channel', 'waly', 'bhi', 'un', 'ki']",22,इंडिया वाली नफरत को बढ़ावा देने का कोई मौका नई चूरती उन गॉव अपनी जगा उन फज़ूल चैनल वाली भी उन की
3767,Lagta hai jab angraiz gay thy to Sae daba kr hissa dal gaye jo aj tk Angraizi nae gaye khoon me se. Oh sorry urdu hai. Apni Amma se pucho. https://twitter.com/chintskap/status/875432946341101568 …,0,lagta hai jab angraiz gay thy sae daba kr hissa dal gaye jo aj tk angraizi nae gaye khoon se oh sorry urdu hai apni amma se pucho …,"['lagta', 'hai', 'jab', 'angraiz', 'gay', 'thy', 'sae', 'daba', 'kr', 'hissa', 'dal', 'gaye', 'jo', 'aj', 'tk', 'angraizi', 'nae', 'gaye', 'khoon', 'se', 'oh', 'sorry', 'urdu', 'hai', 'apni', 'amma', 'se', 'pucho', '…']",29,लग्त है जब् अन्ग्रैज़् गय् थ्य् सए दब क्र् हिस्स दल् गये जो अज् त्क् अन्ग्रैज़ि नए गये खून् से ओह् सोर्र्य् उर्दु है अप्नि अम्म से पुचो …
3768,Kashmir solve kar do terrorism khud hi band hojayegi. Y don't u get that?,0,kashmir solve kar terrorism khud hi band hojayegi dont u get,"['kashmir', 'solve', 'kar', 'terrorism', 'khud', 'hi', 'band', 'hojayegi', 'dont', 'u', 'get']",11,कश्मीर सोल्वे कर टेररिज्म खुद ही बंद होजायेगी डोंट ु गेट
3769,Aur ap Rape ki,0,aur ap rape ki,"['aur', 'ap', 'rape', 'ki']",4,और आप रपे की
3770,"no...! KHOON and ""Cricket"" KHEL ek sath ni ho sakti h; baki sari khel ho sakti h sath-sath - @AmitShah",0,khoon cricket khel ek sath ni ho sakti h baki sari khel ho sakti h sathsath USER,"['khoon', 'cricket', 'khel', 'ek', 'sath', 'ni', 'ho', 'sakti', 'h', 'baki', 'sari', 'khel', 'ho', 'sakti', 'h', 'sathsath', 'USER']",17,खून क्रिकेट खेल एक साथ नई हो सकती ह बाकि साडी खेल हो सकती ह साथसाथ यूजर
3771,"@narendramodi nahi rape kam huye, na jobs badhe. UP BIHAR JHARKHAND aapse nahi sambhale na sudhare. baatein kar walo aapke logon se khali.",1,USER,['USER'],1,यूजर
3772,Mujhe tou Pata bhi nhi tha ke INDIANS andhe hain puri duniya KO Pata hai ke Sab se zaida terrorism kis country country me hai....,1,mujhe tou pata bhi nhi tha ke indians andhe hain puri duniya ko pata hai ke sab se zaida terrorism kis country country hai,"['mujhe', 'tou', 'pata', 'bhi', 'nhi', 'tha', 'ke', 'indians', 'andhe', 'hain', 'puri', 'duniya', 'ko', 'pata', 'hai', 'ke', 'sab', 'se', 'zaida', 'terrorism', 'kis', 'country', 'country', 'hai']",24,मुझे तो पता भी नहीं था के इंडियंस अंधे हैं पूरी दुनिया को पता है के सब से जैड़ा टेररिज्म किस कंट्री कंट्री है
3773,oh god.i told u na.first day jab adi ki ek v scene tak nhi hua tha tab se sab bol rahe the aditi i hate u.,1,oh godi told u nafirst day jab adi ki ek v scene tak nhi hua tha tab se sab bol rahe aditi hate u,"['oh', 'godi', 'told', 'u', 'nafirst', 'day', 'jab', 'adi', 'ki', 'ek', 'v', 'scene', 'tak', 'nhi', 'hua', 'tha', 'tab', 'se', 'sab', 'bol', 'rahe', 'aditi', 'hate', 'u']",24,ओह गोदी टोल्ड ु नाफिरस्त डे जब अदि की एक व् सन तक नहीं हुआ था तब से सब बोल रहे अदिति हेट ु
3774,Rape category me tw kal ka match hi top pe hona hai #PAKvINDhttps://twitter.com/srubaar/status/876124135960784896 …,0,rape category tw kal ka match hi top pe hona hai pakvind …,"['rape', 'category', 'tw', 'kal', 'ka', 'match', 'hi', 'top', 'pe', 'hona', 'hai', 'pakvind', '…']",13,रपे चतेगोर्य् त्व् कल् क मत्च् हि तोप् पे होन है पक्विन्द् …
3775,kasam se dil khush ho gaya hai bohat acha kiya in ki reporting to rozana khoon pi rahi the,0,kasam se dil khush ho gaya hai bohat acha kiya ki reporting rozana khoon pi rahi,"['kasam', 'se', 'dil', 'khush', 'ho', 'gaya', 'hai', 'bohat', 'acha', 'kiya', 'ki', 'reporting', 'rozana', 'khoon', 'pi', 'rahi']",16,कसम से दिल खुश हो गया है बोहत ाचा किया की रिपोर्टिंग रोज़ाना खून पि रही
3776,Terrorism to ap log hy humreye kasmer bhiyo par zulm kartye ho ap se big terrorism khon ho ga sab se ziyada reap kaha hote hy  rishi sir ... https://twitter.com/chintskap/status/875447907922567170 …,0,terrorism ap log hy humreye kasmer bhiyo par zulm kartye ho ap se big terrorism khon ho ga sab se ziyada reap kaha hote hy rishi sir …,"['terrorism', 'ap', 'log', 'hy', 'humreye', 'kasmer', 'bhiyo', 'par', 'zulm', 'kartye', 'ho', 'ap', 'se', 'big', 'terrorism', 'khon', 'ho', 'ga', 'sab', 'se', 'ziyada', 'reap', 'kaha', 'hote', 'hy', 'rishi', 'sir', '…']",28,तेर्रोरिस्म् अप् लोग् ह्य् हुम्रेये कस्मेर् भियो पर् ज़ुल्म् कर्त्ये हो अप् से बिग् तेर्रोरिस्म् खोन् हो ग सब् से ज़ियद रेअप् कह होते ह्य् रिशि सिर् …
3777,@KapilSharmaK9 bhai mai aapke sath hu aapne unhe banay hum to jante bhi nahi the unhe unki shakal dikhi to t.v switch of hate you sunil all,1,USER,['USER'],1,यूजर
3778,Ye to sahe kaha par matter solve karo ki tumhare bestie kyun hate karte he,0,ye sahe kaha par matter solve karo ki tumhare bestie kyun hate karte,"['ye', 'sahe', 'kaha', 'par', 'matter', 'solve', 'karo', 'ki', 'tumhare', 'bestie', 'kyun', 'hate', 'karte']",13,ये सही कहा पर मटर सोल्वे करो की तुम्हारे बस्ती क्यों हेट करते
3779,janha marte ho wanha hi inhe petrol se jala dena chaiye waise v terrorism ka koi jaat ya dharm nhi hota to kyun dena inki body ko priwrwleko,0,janha marte ho wanha hi inhe petrol se jala dena chaiye waise v terrorism ka koi jaat ya dharm nhi hota kyun dena inki body ko priwrwleko,"['janha', 'marte', 'ho', 'wanha', 'hi', 'inhe', 'petrol', 'se', 'jala', 'dena', 'chaiye', 'waise', 'v', 'terrorism', 'ka', 'koi', 'jaat', 'ya', 'dharm', 'nhi', 'hota', 'kyun', 'dena', 'inki', 'body', 'ko', 'priwrwleko']",27,जंहा मरते हो वंहा ही इन्हे पेट्रोल से जला देना चाइये वैसे व् टेररिज्म का कोई जाट या धर्म नहीं होता क्यों देना इनकी बॉडी को परिव्रवलेको
3780,Or gurur toh bhartiyo ke khoon me h hai..  Gurur krne waale kaam krte h  .. Tbhi gurur h..,0,gurur toh bhartiyo ke khoon h hai gurur krne waale kaam krte h tbhi gurur h,"['gurur', 'toh', 'bhartiyo', 'ke', 'khoon', 'h', 'hai', 'gurur', 'krne', 'waale', 'kaam', 'krte', 'h', 'tbhi', 'gurur', 'h']",16,गुरुर तोह भारतीयों के खून ह है गुरुर करने वाले काम करते ह तभी गुरुर ह
3781,"Usse kya hota hai, I'm gujju but I hate gujjus",1,usse kya hota hai im gujju hate gujjus,"['usse', 'kya', 'hota', 'hai', 'im', 'gujju', 'hate', 'gujjus']",8,उससे क्या होता है आईएम गुज्जु हेट गुज्जूस
3782,SIR..PT USHA BHI EK LDKI HAI...PLZ AP SBSE PHLE GIRLS KO RAPE SE BACHA LO..JISSE KAI SARI PT USHA APNE SPNO KI UDAAN BHAR SKE..AN INDIAN,0,sirpt usha bhi ek ldki haiplz ap sbse phle girls ko rape se bacha lojisse kai sari pt usha apne spno ki udaan bhar skean indian,"['sirpt', 'usha', 'bhi', 'ek', 'ldki', 'haiplz', 'ap', 'sbse', 'phle', 'girls', 'ko', 'rape', 'se', 'bacha', 'lojisse', 'kai', 'sari', 'pt', 'usha', 'apne', 'spno', 'ki', 'udaan', 'bhar', 'skean', 'indian']",26,सिरपत उषा भी एक लड़की हैपलज़ आप सबसे पहले गर्ल्स को रपे से बचा लोजीससे कई साडी पट उषा अपने सपनो की उड़ान भर स्कैन इंडियन
3783,"Aabay kisi Sasaty Khoon kay Jaraseem jo 3 ghar and Bivi Bhai n cousin ki jobs ki baat hay us ka jawab day khotay,",1,aabay kisi sasaty khoon kay jaraseem jo ghar bivi bhai n cousin ki jobs ki baat hay us ka jawab day khotay,"['aabay', 'kisi', 'sasaty', 'khoon', 'kay', 'jaraseem', 'jo', 'ghar', 'bivi', 'bhai', 'n', 'cousin', 'ki', 'jobs', 'ki', 'baat', 'hay', 'us', 'ka', 'jawab', 'day', 'khotay']",22,आबय किसी ससत्य खून के जरासीम जो घर बीवी भाई न कजिन की जॉब्स की बात है उस का जवाब डे खोते
3784,kisi rape ki paidawar he tu,0,kisi rape ki paidawar tu,"['kisi', 'rape', 'ki', 'paidawar', 'tu']",5,किसी रपे की पैदावार तू
3785,his hair is like more of Mahi!!! akhir khoon ka asaar ho hi gaya!!! #Ishqbaaazhttps://twitter.com/Muskanrathi10/status/876110194803179520 …,1,hair like mahi akhir khoon ka asaar ho hi gaya ishqbaaaz …,"['hair', 'like', 'mahi', 'akhir', 'khoon', 'ka', 'asaar', 'ho', 'hi', 'gaya', 'ishqbaaaz', '…']",12,हैर् लिके महि अखिर् खून् क असार् हो हि गय इश्क़्बाअज़् …
3786,kuch bhi karlo Kashmir to India main hi rahega .Haan Pakistan zaroor tutega. Aur white collared terror ka bhi safaya hoga. @ndtv @BDUTThttps://twitter.com/The_Global_Kmr/status/876113468256133120 …,0,kuch bhi karlo kashmir india main hi rahega haan pakistan zaroor tutega aur white collared terror ka bhi safaya hoga USER,"['kuch', 'bhi', 'karlo', 'kashmir', 'india', 'main', 'hi', 'rahega', 'haan', 'pakistan', 'zaroor', 'tutega', 'aur', 'white', 'collared', 'terror', 'ka', 'bhi', 'safaya', 'hoga', 'USER']",21,कुछ भी करलो कश्मीर इंडिया मैं ही रहेगा हाँ पाकिस्तान ज़रूर टूटेगा और वाइट कलारेद टेरर का भी सफाया होगा यूजर
3787,@chintskap Acha choro yar Tum log Jeeto aur hazaaron Bar jeeto sirf Terrorism band kar do yar Mujhe haar manzoor hai. We want peace and love https://twitter.com/ANI_news/status/875788989793304576 …,0,USER,['USER'],1,यूजर
3788,Pakistan me ladkiyo ki kya halat he iska andaza isi baat se lagaya ja sakta he Pak me rape accused ko nhi rape victims ko saza di jati he,1,pakistan ladkiyo ki kya halat iska andaza isi baat se lagaya ja sakta pak rape accused ko nhi rape victims ko saza di jati,"['pakistan', 'ladkiyo', 'ki', 'kya', 'halat', 'iska', 'andaza', 'isi', 'baat', 'se', 'lagaya', 'ja', 'sakta', 'pak', 'rape', 'accused', 'ko', 'nhi', 'rape', 'victims', 'ko', 'saza', 'di', 'jati']",24,पाकिस्तान लड़कियों की क्या हालत इसका अंदाज़ा इसी बात से लगाया जा सकता पाक रपे ाक्सुसेड को नहीं रपे विक्टिम्स को सजा दी जाती
